text_a,text_b,label,clusterA,clusterB
"The White Horse, High Street RottingdeanBrightonEast Sussex, Brighton and Hove, South East, BN27HR","The White Horse, High Street, Brighton & Hove, , GB, Brighton and Hove, South East, BN27HR",1,90,90
"Pelican London Hotel And Residence, 203 Blackshaw Road TootingLondon, Wandsworth, SW170BZ","Pelican House, 203, Blackshaw Road, London, Wandsworth, SW170BZ",1,3784,3784
"The Tongue Hotel, Tongue Sutherland, Highland, IV274XD","Tongue Hotel, A838, Tongue, , United Kingdom, Highland, IV274XD",1,1502,1502
"The Melville Hotel, 38-39 Argyle Square London, Camden, WC1H8AL","European Hotel, 11-15, Argyle Square, London, , United Kingdom, Camden, WC1H8AS",0,588,2667
"Park Plaza London Riverbank, 18 Albert Embankment London, Lambeth, SE17TJ","Park Plaza Riverbank, 18, Albert Embankment, London, Lambeth, SE17TJ",1,420,420
"The Bull Inn, The Street Barton Mills Barton MillsMildenhall Bury St Edmunds, West Suffolk, East of England, IP286AA","The Bull Inn, The Street, Bury St Edmunds, , United Kingdom, West Suffolk, East of England, IP286AA",1,2978,2978
"Leonardo Hotel Edinburgh Murrayfield, 187 Clermiston Road Edinburgh, City of Edinburgh, EH126UG","Leonardo Hotel Edinburgh Murrayfield, 187, Clermiston Road, Edinburgh, City of Edinburgh, EH126UG",1,1840,1840
"Brookhill Serviced Apartments, 41 Eglantine Avenue ; Belfast, BT96EW","Malone Lodge Hotel Belfast, 60, Eglantine Avenue, Belfast",0,1715,2289
"The Chelsea 67 Church Walks Llandudno Conwy, LL302HG","Bella Vista, 83, Church Walks, Llandudno, , GB, Conwy, LL302HD",0,1517,414
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","Kings Court Hotel, 34, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,2052,554
"St Pancras Renaissance Hotel London, Euston Road London, Camden, NW12AR","Megaro Hotel, Euston Road, London, , United Kingdom, Camden, NW12SD",0,2013,3480
"The Kings Cross Hotel, 44 Charnley Rd Blackpool, North West, FY14PF","The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Beaches Brighton, Apartment 2 Cumberland Court 150 Kings Road, Brighton and Hove, South East, BN12PJ","Brighton Hotel, 143-145, Kings Road, Brighton, Brighton and Hove, South East, BN12PQ",0,2465,715
"Haven Hotel, 6 8 Sussex Gardens London, Westminster, W21UL","Stylotel, 160-162, Sussex Gardens, London",0,3250,1546
"The Charles Hotel, 15 New Road Chatham Kent, Medway, South East, ME44QJ","The Charles Hotel, New Road, Chatham, , United Kingdom, Medway, South East, ME44QJ",1,1565,1565
"Premier Inn Burton On Trent East, Ashby Road East Burton On TrentStaffordshire, South Derbyshire, East Midlands, DE150PU","Premier Inn, Ashby Road East, Burton-on-Trent, , United Kingdom, South Derbyshire, East Midlands, DE150PU",1,1914,1914
"The Old Rectory Hotel, Martinhoe, North Devon, South West, EX314QT","The Old Rectory Hotel, Berry's Ground Lane, North Devon, , United Kingdom, South West, EX314QT",0,1396,2156
"The Dutch Mill Hotel 7 Queens Road Aberdeen, Aberdeen City, AB154NR","The Dutch Mill Hotel, 7, Queen's Road, Aberdeen, Aberdeen City, AB154NR",1,2581,2581
"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Clouds & Soil, 4 Picardy Place Edinburgh, City of Edinburgh, EH13JT","Holiday Inn Express Edinburgh City Centre, 16-18-20-22, Picardy Place, Edinburgh, , United Kingdom, City of Edinburgh, EH13NQ",0,2645,1192
"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,178,2435
"The Darlington Hyde Park, 111 117 Sussex Gardens Paddington Paddingto London, NW22RU","The Darlington Hyde Park, 111-117, Sussex Gardens, London",1,1014,1014
"Premier Inn Edinburgh Central Lauriston Place, Lauriston Place, 82 EDINBURGH, City of Edinburgh, EH39DG","Premier Inn, 82, Lauriston Place, Edinburgh, , United Kingdom, City of Edinburgh, EH39DG",1,307,307
"Fountain Court Apartments EQ2, 1 Lower Gilmore Bank Off Lower Gilmore Place Edinburgh, City of Edinburgh, EH39QP","Fountain Court EQ2, 1, Lower Gilmore Place, Edinburgh, , GB, City of Edinburgh, EH39QP",1,2417,2417
"Hotel Nevada, 23 Lord Street Blackpool, North West, FY12BD","Blackpool Seaside Hotel, 9, Lord Street, Blackpool, , United Kingdom, North West, FY12AZ",0,3828,374
"Hotel Majestic, Duke Street Barrow-in-Furness, Westmorland and Furness, North West, LA141HP","Holiday Inn Express, Market Street, Barrow-in-Furness, LA142LE",0,278,2905
"Manor Hotel, 1 Craig-y-Don Parade Llandudno North Wales, Conwy, LL301BG","Sherwood Hotel, 4, Craig Y Don Parade, Llandudno, , GB, Conwy, LL301BG",0,3414,1721
"The Starlux Hotel, Promenade, Blackpool, North West, FY11RU","North Shore Hotel, 224, Promenade, Blackpool, North West, FY11RZ",0,2045,2286
"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL","Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0,2912,3838
"Shores Holiday Apartments, 25 Osborne Road Blackpool, North West, FY41HJ","South Shore Hotel, 24, Osborne Road, Blackpool, , United Kingdom, North West, FY41HJ",1,3101,3101
"Lister Hotel, 34 Hornby Road Blackpool, North West, FY14QG","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0,2749,380
"Henson Hotel, 23 Clifton Drive Blackpool, North West, FY41NT","The Big Blue Hotel, Clifton Drive, Blackpool, North West, FY41ND",0,770,627
"The Romany Rye, Church Street DerehamNorfolk, Breckland, East of England, NR191DL","The Romany Rye, Church Street, Dereham, , GB, Breckland, East of England, NR191DL",1,3504,3504
"The Dilkhusa Grand Hotel, Wilder Road Ilfracombe, North Devon, South West, EX349AH","Dilkhusa Grand Hotel, Wilder Road, Ilfracombe, North Devon, South West, EX349AH",1,1368,1368
"Fairmont Hotel, 40 King Edward Avenue Blackpool, North West, FY29TA","The Pembroke, 11, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,554,1138
"Beach Cove, 8 Church Walks Llandudno, Conwy, LL302HD","Chelsea Hotel, 67, Church Walks, Llandudno, , GB, Conwy, LL302HG",0,3738,1517
"The Claremont, 89 St. Michael's Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR","St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0,3313,3825
"The Waverley Hotel, 95 Reads Avenue Blackpool, North West, FY14DG","AA Central Hotel, 66, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",0,2400,970
"Staybridge Suites Liverpool, 21 Keel Wharf Liverpool, North West, L34FN","Staybridge Suites, 21, Keel Wharf, Liverpool, , United Kingdom, North West, L34FN",1,615,615
"Haven Hotel, 6 8 Sussex Gardens London, Westminster, W21UL","Alexandra Hotel, 159-161, Sussex Gardens, London, Westminster, W22RY",0,3250,3535
"Hamptons Brighton, 3 New Steine BrightonEast Sussex, Brighton and Hove, South East, BN21PB","New Steine, 10-11, New Steine, Brighton and Hove, South East, BN21PB",0,3867,2648
"The Royal Victoria And Bull Hotel, 1 High Street, Dartford, South East, DA11DU","The Royal Victoria & Bull Hotel, 1, High Street, Dartford, South East, DA11DU",1,423,423
"Premier Inn Brighton City Centre, 144 North Street BrightonEast Sussex, Brighton and Hove, South East, BN11RE","Premier Inn Brighton City Centre, 144, North Street, Brighton, Brighton and Hove, South East, BN11RE",1,484,484
"Knock Castle Hotel & Spa, Drummond Terrace CriefPerthshire, Perth and Kinross, PH74AN","Knock Castle Hotel and Spa, Drummond Terrace, Crieff, , United Kingdom, Perth and Kinross, PH74AN",1,173,173
"The Roman Way Hotel, Watling Street Hatherton Hatherton CannockWest Midlands, South Staffordshire, WS111SH","The Roman Way, Watling Street, Hatherton, South Staffordshire, West Midlands, WS111SH",1,1868,1868
"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","Woodleigh Hotel, 32, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,848,554
"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","The Avon Hotel, 112, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0,1692,3054
"Apartment By The Sea, Western Harbour View, City of Edinburgh, EH66PB","Ocean Apartments, 2, Western Harbour Midway, Edinburgh, , United Kingdom, City of Edinburgh, EH66PN",0,2414,963
"La Tour, 92 94 Albert Road Blackpool, North West, FY14PR","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,2930,178
"The Woodleigh Over 50's B & B, 32 King Edward Ave, Blackpool, North West, FY29TA","Woodleigh Hotel, 32, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1,554,554
"Days Inn Durham, Roadchef Motorway Service Area A1M Motorway A1M MotorwayDurham, County Durham, North East, DH65NP","Super 8, Tursdale Road, Durham, County Durham, North East, DH65NP",0,138,3249
"The Brudenell Hotel, The Parade AldeburghSuffolk, East Suffolk, East of England, IP155BU","The Brudenell, Brudenell Street, East Suffolk, , United Kingdom, East of England, IP155BU",1,2076,2076
"Drakes of Brighton, 43-44 Marine Parade Brighton, Brighton and Hove, South East, BN21PE","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",1,3672,3672
"Abode Glasgow, 129 Bath Street Glasgow Scotland, Glasgow City, G22SZ","Point A, 80, Bath Street, Glasgow, , United Kingdom, Glasgow City, G22EN",0,354,1273
"Loch Fyne Hotel & Spa, Shore Street ArgyllScotland, Argyll and Bute, PA328XT","Loch Fyne Hotel & Spa, Shore Street, Inveraray, Argyll and Bute, PA328XT",1,2705,2705
"Brooke House, 2 St. Paul's Avenue Isle Of Wight ShanklinIsle of Wight, South East, PO377AL","Brooke House, 2, Saint Paul's Avenue, Shanklin, , GB, Isle of Wight, South East, PO377AL",0,3181,3145
"The Almeria, 61 Hornby Road Blackpool, North West, FY14QJ","The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",0,1188,1605
"Clarendon Minories, 140 Minories London, City of London, EC3N1NT","The Chamberlain, 130-135, Minories, London, , United Kingdom, City of London, EC3N1NU",0,3714,2016
"Luccombe Hall Country House Hotel, Luccombe Road Shanklin Isle of Wight, South East, PO376RL","Luccombe Hall, 8, Luccombe Road, Shanklin, , GB, Isle of Wight, South East, PO376RL",1,272,272
"Star Anglia Hotel, Anglia House 75 North Station Road Colchester, East of England, CO11SB","Globe Hotel, 71, North Station Road, Colchester, East of England, CO11RQ",0,2533,1119
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","Gleneagles Hotel, 75, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1823,178
"Langstone Cliff Hotel, Mount Pleasant Road Dawlish Warren Dawlish WarrenDawlishDevon, Teignbridge, South West, EX70NA","Langstone Cliff Hotel, Mount Pleasant Road, Dawlish, Teignbridge, South West, EX70NA",1,1180,1180
"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","Sunnymede Private Hotel, 50, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,848,554
"Duchy House Guest House, Tavistock Road Princetown, West Devon, South West, PL206QF","Duchy House B&B, Tavistock Road, West Devon District, , GB, South West, PL206QF",1,519,519
"Holiday Inn Warrington, Woolsten Grange Avenue Woolston Warrington Liverpool, North West, WA14PX","Holiday Inn Warrington, Woolston Grange Avenue, Warrington, North West, WA14PX",1,2044,2044
"Smart Russell Square Hostel, 71 72 Guilford Street London, Camden, WC1N1DF","Celtic Hotel, 62, Guilford Street, London, Camden, WC1N1DD",0,1780,2923
"Comfotel Blu, 114 Shepherds Bush Road London, Hammersmith and Fulham, W67PD","Comfotel Blu, 114, Shepherds Bush Road, London, GB",1,201,201
"The Springs & Golf Club, Wallingford Road WALLINGFORD, South Oxfordshire, South East, OX106BE","The Springs Hotel, 1, Wallingford Road, North Stoke, South Oxfordshire, South East, OX106BE",1,1027,1027
"Lydford Country House, Lydford Okehampton, West Devon, South West, EX204AU","Lydford House Hotel, School Road, Okehampton, , United Kingdom, West Devon, South West, EX204AU",1,1737,1737
"Seayr Hotel, 25 South Road Chapel St Leonards Chapel Saint Leonards, East Lindsey, East Midlands, PE245TL","The Seayr Hotel, 25, South Road, Skegness, , GB, East Lindsey, East Midlands, PE245TL",1,2221,2221
"Dolphin Hotel, 32-34 Norfolk Square Paddington PaddingtonLondon, Westminster, W21RS","St George Hotel, 46, Norfolk Square, London, Westminster, W21RT",0,733,1622
"Premier Inn London Uxbridge, Phase 500 Riverside Way Riverside Way Uxbridge, Hillingdon, London, UB82YF","Premier Inn, Riverside Way, Uxbridge, Hillingdon, London, UB82YF",1,854,854
"West Vale Villa Hotel, 54 Read's Ave  Blackpool, North West, FY14DE","The Lanayr Hotel, 73-75, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DG",0,2095,2672
"The Balmoral Hotel, 1 Princes Street Edinburgh, City of Edinburgh, EH22EQ","Hotel Indigo, 20, Princes Street, Edinburgh, , GB, City of Edinburgh, EH22AN",0,1913,2716
"Byron Hotel, 36-38 Queensborough Terrace BayswaterLondon, Westminster, W23SH","MStay Hotel 43, 43, Queensborough Terrace",0,3271,3880
"Modern Apartment in Central Bristol, King Street, Bristol, City of, South West, BS14EF","Radisson Hotel Blu, Broad Quay, Bristol, Bristol, City of, South West, BS14BY",0,3611,899
"Globe Hotel, 71 North Station Road ColchesterEssex, East of England, CO11RQ","Star Anglia Hotel, 75, North Station Road, Colchester, , United Kingdom, East of England, CO11SB",0,1119,2533
"The Gray at 52 Old Elvet, 52 Old Elvet, County Durham, North East, DH13HN","The Town House, 34, Old Elvet, Durham, County Durham, North East, DH13HN",0,917,3163
"The Palm Court Hotel, North Drive Great YarmouthNorfolk, East of England, NR301EG","Palm Court Hotel, 9-12, North Drive, Great Yarmouth, East of England, NR301EG",1,2178,2178
"Grange Buckingham Hotel, 39-40 Bedford Place London, Camden, WC1B5JT","The Portland, Bedford Place, London, , United Kingdom, Camden, WC1B5JU",0,2878,3019
"Old Manor Hotel, 55 Leven Road Lundin Links Lundin LinksFife Near St. Andrews, KY86AJ","Old Manor Hotel, 55, Leven Road, Lundin Links, Fife, KY86AJ",1,643,643
"The Bull And Bush Hotel Kingston, Washington Road Kingston Upon Thames, London, KT13JB","The Bull and Bush Hotel Kingston, Washington Road, Kingston upon Thames, , United Kingdom, London, KT13JB",1,2317,2317
"Brene Hotel, 37 Lord Street Blackpool, North West, FY12BD","Blackpool Seaside Hotel, 9, Lord Street, Blackpool, , United Kingdom, North West, FY12AZ",0,1500,374
"Rosalee Hotel, 25 Argyle Road Ilford, Redbridge, London, IG13BH","Best Inn Hotel, 10, Argyle Road, Ilford, Redbridge, London, IG13BQ",0,1748,2736
"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR","Walford Hotel, 45-47, Albert Road, Blackpool, North West, FY14TA",0,2435,911
"The Elmora Hotel, Albert Road, 49 BLACKPOOL, North West, FY14TA","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,3797,3202
"Premier Inn Birmingham City Centre, 3-6 Waterloo Street Birmingham, West Midlands, B25PG","Premier Inn, 3-6, Waterloo Street, Birmingham, West Midlands, B25PG",1,769,769
"nitenite cityhotels Birmingham, 18 Holliday Street  Birmingham, West Midlands, B11TB","Nitenite Hotel, 18, Holliday Street, Birmingham, West Midlands, B11TB",1,3570,3570
"The North Euston Hotel, The Esplanade FleetwoodBlackpoolLancashire, Wyre, North West, FY76BN","North Euston Hotel, The Esplanade, Fleetwood, Wyre, North West, FY76BN",0,3274,2117
"Prince William Hotel, 42-44 Gloucester Terrace London, Westminster, W23DA","The Brunel Hotel, 79-81, Gloucester Terrace",0,3808,3293
"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,3275,84
"Premier Inn Ipswich North, Paper Mill Lane Claydon ClaydonIpswichSuffolk, Mid Suffolk, East of England, IP60BE","Premier Inn, Paper Mill Lane, Ipswich, Mid Suffolk, East of England, IP60BE",1,2313,2313
"Earlsway Hotel, 205 Central Promenade Blackpool, North West, FY15DL","Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0,3651,3838
"Bawn Lodge, 8-10 Hoole Road ChesterCheshire West and Chester, North West, CH23NH","Bawn Lodge, 8-10, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NH",1,1920,1920
"The Calypso Hotel, 39-43 Albert Road Blackpool, North West, FY14TA","Gleneagles Hotel, 75, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,3493,178
"The Valley Anglesey, London Road ValleyAnglesey, Isle of Anglesey, LL653DU","Valley Hotel, London Road, Holyhead, , GB, Isle of Anglesey, LL653DU",1,482,482
"Norfolk Plaza Hotel, 29-33 Norfolk Square Paddingto London, NW21RX","Tony's House Hotel, 30, Norfolk Square, London, , GB, Westminster, W21RS",0,2201,697
"Access Paddington, Praed Street 5 Westminster  London, W21NJ","Point A Hotel London - Paddington, 41, Praed Street, London, Westminster, W21NR",0,2340,2248
"Spread Eagle, Watling Street Gailey, South Staffordshire, West Midlands, ST195PN","Spread Eagle by Marston's Inns, Watling Street, Gailey, South Staffordshire, West Midlands, ST195PN",1,1285,1285
"The Westbourne, 40-44 St Pauls Rd CliftonBristol, Bristol, City of, South West, BS81LR","OYO The Regency, 40-44, Saint Paul's Road, Bristol, , GB, Bristol, City of, South West, BS81LR",0,3386,2040
"Kilmorey Lodge, 50 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0,2365,231
"Lavender Lodge, 46 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0,3644,231
"The Foley Arms Hotel Wetherspoon, 14 Worcester Road MalvernWorcestershire, Malvern Hills, West Midlands, WR144QS","The Foley Arms Hotel, 14, Worcester Road, Great Malvern, Worcestershire, Malvern Hills, West Midlands, WR144QS",1,102,102
"Travelodge Cardiff Airport Hotel, Port Road Rhoose Barry Mid Glamorgan, Vale of Glamorgan, CF623BA","Travelodge, Port Road West, Barry, Vale of Glamorgan, CF623BA",1,3550,3550
