orig_indexA,orig_indexB,addressA,addressB,score,Match
53045,4818,"Premier Inn Edinburgh South Queensferry, Builyeon Road SOUTH QUEENSFERRY, City of Edinburgh, EH309YJ","Premier Inn, Builyeon Road, South Queensferry, City of Edinburgh, EH309YJ",0.9,1
53090,3082,"The Oak Hotel, 66 Harbour Parade RamsgateKent, Thanet, South East, CT118LN","The Oak Hotel, 66, Harbour Parade, Ramsgate, Kent, , GB, Thanet, South East, CT118LN",0.9,1
53094,7686,"Albion House At Ramsgate, Albion House Albion Place  Ramsgate, Thanet, South East, CT118HQ","Albion House, 27, Albion Place, Ramsgate, Thanet, South East, CT118HQ",0.9,1
53095,2083,"The Falstaff Ramsgate, 16-18 Addington Street Ramsgate, Thanet, South East, CT119JJ","The Falstaff Hotel and Restaurant, 18, Addington Street, Ramsgate, Kent, , GB, Thanet, South East, CT119JJ",0.9,1
53127,9140,"The New Reading Hotel, Basingstoke Road, 93-95 READING, South East, RG20HA","Reading Hotel, 93-95, Basingstoke Road, Reading, South East, RG20HA",0.9743,1
53328,1485,"J.D.Young, 2 4 Market Place Harleston HarlestonNorwichNorfolk, South Norfolk, East of England, IP209AD","JD Young Hotel, 2-4, Market Place, Harleston, , United Kingdom, South Norfolk, East of England, IP209AD",0.9,1
53329,1486,"Swan Hotel, 19 The Thoroughfare HarlestonNorfolk, South Norfolk, East of England, IP209AS","The Swan Hotel, 19, The Thoroughfare, Harleston, , United Kingdom, South Norfolk, East of England, IP209AS",0.9,1
53424,10638,"Sutherland House, 56 High Street SouthwoldSuffolk, East Suffolk, East of England, IP186DN","Sutherland House, 56, High Street, Southwold, East Suffolk, East of England, IP186DN",0.9644,1
53480,8730,"Kensington Hotel, East Parade Rhyl, Denbighshire, LL183AG","Kensington Hotel, 17, East Parade, Rhyl, , GB, Denbighshire, LL183AG",0.9,1
53650,8545,"Petersham Hotel, Nightingale Lane Richmond Surrey, Richmond upon Thames, London, TW106UZ","The Petersham Hotel, Nightingale Lane, Richmond, Richmond upon Thames, London, TW106UZ",0.9,1
53657,8276,"Travelodge London Richmond Central, 9 Paradise Road Richmond, Richmond upon Thames, London, TW91RX","Travelodge Richmond, 9, Paradise Road, Richmond, Richmond upon Thames, London, TW91RX",1,1
53805,9299,"Gordon House Hotel, 91 High Street RochesterKent, Medway, South East, ME11LX","The Gordon Hotel, 91, High Street, Medway, South East, ME11LX",0.9,1
53818,8759,"The Kings Head Hotel, 58 High Street RochesterKent, Medway, South East, ME11LD","The Kings Head Hotel, 58, High Street, Medway, South East, ME11LD",0.9,1
54009,3306,"The Bayview Hotel, 21/22 Mountstuart Road Rothesay Isle of ButeScotland, Argyll and Bute, PA209EB","Bayview Hotel, 22, Mountstuart Road, Rothesay, , GB, Argyll and Bute, PA209EB",0.9,1
54011,3304,"Cannon House Hotel, Cannon House 5 Battery Place Rothesay Isle of Bute, Argyll and Bute, PA209DP","Cannon House Hotel, 5, Battery Place, Rothesay, , GB, Argyll and Bute, PA209DP",1,1
54017,3305,"Bute House Hotel, 4 W Princes St Rothesay, Argyll and Bute, PA209AF","Bute House Hotel, 4, West Princes Street, Rothesay, , GB, Argyll and Bute, PA209AF",0.9323,1
54093,6545,"The Hardwicke Arms, 96 ermine way, South Cambridgeshire, East of England, SG80AH","Hardwicke Arms Hotel, 96, Ermine Way, South Cambridgeshire, East of England, SG80AH",1,1
54104,3905,"The Grosvenor Hotel, 81-87 Clifton Road Rugby, West Midlands, CV213QQ","Grosvenor Hotel, 81-83, Clifton Road, Rugby, West Midlands, CV213QQ",0.9,1
54106,9284,"The Hillmorton Manor Hotel, 78 High Street Hillmorton HillmortonRugby, West Midlands, CV214EE","Hillmorton Manor Hotel, 78, High Street, Rugby, West Midlands, CV214EE",0.9,1
54110,1069,"The Carlton, 130 Railway Terrace RugbyWarwickshire, West Midlands, CV213HE","The Carlton, 130, Railway Terrace, Rugby, , GB, West Midlands, CV213HE",0.9,1
54439,3397,"The Black Lion Hotel, 65 Chapel Street Salford, North West, M35BZ","The Black Lion Hotel, 65, Chapel Street, Salford, , United Kingdom, North West, M35BZ",1,1
54448,9274,"CitySuites Serviced Apartments, 16 Chapel Street  Manchester, Salford, North West, M37NH","Citysuites Manchester, 16, Chapel Street, Manchester, Salford, North West, M37NH",1,1
54525,1468,"The Old Mill, Town Path Salisbury Wiltshire, South West, SP28EU","Old Mill Hotel, Town Path, Salisbury, , United Kingdom, Wiltshire, South West, SP28EU",0.9,1
54791,2785,"The Broadway Park Hotel, Melville Street Sandown, Isle of Wight, South East, PO369DJ","Broadway Park Hotel, Melville Street, Sandown, , GB, Isle of Wight, South East, PO369DJ",0.9,1
54793,8557,"The Lorron, 90 Sandown Road Isle Of Wight Sandown, South East, PO369JX","The Lorron, 90, Sandown Road, Sandown, , GB, Isle of Wight, South East, PO369JX",1,1
54807,654,"The Bell Lodge, 52 Melville Street, Isle of Wight, South East, PO368LF","Bell Lodge Hotel, 52, Melville Street, Sandown, , GB, Isle of Wight, South East, PO368LF",0.9,1
54977,9597,"The Bell At Sax', 31 High Street SaxmundhamSuffolk, East Suffolk, East of England, IP171AF","The Bell Hotel, 31, High Street, Saxmundham, East Suffolk, East of England, IP171AF",0.9656,1
55392,9094,"Busta House Hotel Shetland, Shetland Islands, ZE29QN","Busta House, Shetland, , GB, Shetland Islands, ZE29QN",0.9,1
55413,1787,"The Royal Hotel, 53-57 Victoria Street Stromness Orkney Islands, KW163BS","Royal Hotel, Victoria Street, Stromness, , United Kingdom, Orkney Islands, KW163BS",0.9,1
55549,7493,"The Kellbank, Gosforth Cumbria SeascaleCumbria, Cumberland, North West, CA201JA","The Kellbank, Whitecroft, Gosforth, Cumberland, North West, CA201JA",0.9,1
55553,7492,"Westlakes Hotel and Restaurant, Gosforth Cumbria, Cumberland, North West, CA201HP","Westlakes Hotel, Gosforth, Cumberland, North West, CA201HP",0.9,1
55600,8922,"Aarondale Guest House, 46 48 Station Lane Seaton Carew Seaton CarewHartlepool, North East, TS251BG","Arrondale Hotel, 46-48, Station Lane, Hartlepool, North East, TS251BG",0.9,1
55646,5468,"Hardwick Arms Hotel, 1 North End Sedgefield, County Durham, North East, TS212AZ","The Hardwick Arms, 1, North End, Stockton-on-Tees, County Durham, North East, TS212AZ",0.9,1
55679,10169,"Heatherlie House Hotel, 5 Heatherlie Park Selkirk, Scottish Borders, TD75AL","Heatherlie House Hotel, 5, Heatherlie Park, Selkirk, Scottish Borders, TD75AL",0.9386,1
55753,450,"The Royal Oak Hotel, Royal Oak Hotel High Street Sevenoaks, South East, TN131HY","The Royal Oak Hotel, High Street, Sevenoaks, , United Kingdom, South East, TN131HY",0.9,1
55824,5229,"Luccombe Hall Country House Hotel, Luccombe Road Shanklin Isle of Wight, South East, PO376RL","Luccombe Hall, 8, Luccombe Road, Shanklin, , GB, Isle of Wight, South East, PO376RL",0.9,1
55826,8139,"Melbourne Ardenlea Hotel, 4 6 Queens Road Shanklin Isle of Wight, South East, PO376AN","Melbourne Ardenlea, 4,6, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AN",0.9219,1
55827,8135,"Marlborough Hotel, 16 Queens Road Shanklin Isle Of Wight, South East, PO376AN","Marlborough Hotel, 16, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AN",0.9609,1
55828,8199,"Mount House, 20 Arthurs Hill Shanklin, Isle of Wight, South East, PO376EE","Mount House, 20, Arthurs Hill, Shanklin, , GB, Isle of Wight, South East, PO376EE",0.9907,1
55833,3092,"The Grange, 9 Eastcliff Road Shanklin Isle of Wight, South East, PO376AA","The Grange, 9, Eastcliff Road, Shanklin, , GB, Isle of Wight, South East, PO376AA",0.9,1
55836,8131,"The Snowdon House, 19 Queens Rd Shanklin Isle of Wight, South East, PO376AW","Snowdon Hotel, 19, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AW",0.9286,1
55844,8142,"Eastmount Hall Hotel, 10 Eastmount Road Shanklin, Isle of Wight, South East, PO376DN","Eastmount Hall Hotel, 10, East Mount Road, Shanklin, , GB, Isle of Wight, South East, PO376DN",0.9755,1
55847,8114,"Pink Beach Guest House, 20 Esplanade Shanklin, Isle of Wight, South East, PO376BN","The Waterfront, 19, Esplanade, Shanklin, , GB, Isle of Wight, South East, PO376BN",0.9,1
55854,8117,"Ocean View, 1-5 Park Road Shanklin, Isle of Wight, South East, PO376BB","Ocean View Hotel, 1,3,5, Park Road, Shanklin, , GB, Isle of Wight, South East, PO376BB",1,1
55874,8134,"The Swiss Cottage Shanklin, 10 St Georges Road, Isle of Wight, South East, PO376BA","Swiss Cottage, 10, St Georges Road, Shanklin, , GB, Isle of Wight, South East, PO376BA",0.9,1
56084,5619,"The Airman Hotel, 16 Hitchin Road Meppershall Meppershall Bedfordshire, Central Bedfordshire, East of England, SG175JF","The Airman Hotel, 16, Hitchin Road, Meppershall, , GB, Central Bedfordshire, East of England, SG175JF",0.9,1
56095,1127,"The Shrubbery Hotel, 17 Commercial Road Shepton Mallet, Somerset, South West, BA45BU","The shrubbery Hotel, 17, Commercial Road, Shepton Mallet, , United Kingdom, Somerset, South West, BA45BU",1,1
56095,10297,"The Shrubbery Hotel, 17 Commercial Road Shepton Mallet, Somerset, South West, BA45BU","The Shubbery Hotel, 17, Commercial Road, Shepton Mallet, Somerset, South West, BA45BU",1,1
56268,3467,"Cromwell's Inn, 11 Dogpole Shrewsbury, Shropshire, West Midlands, SY11EN","Cromwell's Tap House, 11, Dogpole, Shrewsbury, , GB, Shropshire, West Midlands, SY11EN",1,1
56415,9015,"Gaskell Arms, High Street Much Wenlock Shropshire, West Midlands, TF136AQ","The Gaskell Arms Hotel, High Street, Much Wenlock, , GB, Shropshire, West Midlands, TF136AQ",0.9,1
56422,1418,"The Feathers Hotel, 31 Bull Ring Ludlow Shropshire, West Midlands, SY81AA","The Feathers Hotel, Bull Ring, Ludlow, , United Kingdom, Shropshire, West Midlands, SY81AA",0.9,1
56433,3467,"Cromwell's Inn, 11 Dogpole Shrewsbury, Shropshire, West Midlands, SY11EN","Cromwell's Tap House, 11, Dogpole, Shrewsbury, , GB, Shropshire, West Midlands, SY11EN",1,1
56836,4149,"Holiday Inn Sittingbourne, 70 London Road SittingbourneKent, Swale, South East, ME101NT","The Coniston, 70, London Road, Sittingbourne, Swale, South East, ME101NT",0.9,1
56861,3291,"Coasters Hotel And Apartments, 10 North Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE252UB","Coasters Hotel & Apartments, 10, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",0.9,1
56862,10212,"The Rufford Hotel, 5 Saxby Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253JZ","The Rufford Hotel, 5, Saxby Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JZ",0.9,1
56863,10245,"Belle View, 12 South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","Belle View Hotel, 12, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HW",0.9,1
56866,10250,"The Monsell Hotel, 2 Firbeck Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253JY","The Monsell Hotel, 2, Firbeck Avenue, Skegness, East Lindsey, East Midlands, PE253JY",0.9,1
56867,10210,"The Sandgate Hotel, 44 Drummond Road SkegnessLincolnshire, East Lindsey, East Midlands, PE253EB","The Sandgate Hotel, 44, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EB",0.9,1
56877,4800,"Southview Park Hotel, Burgh Road Skegness, East Lindsey, East Midlands, PE252LA","Southview Park Hotel, Burgh Road, Skegness, , GB, East Lindsey, East Midlands, PE252LA",0.9,1
56882,10248,"Clarence House Hotel, 32 South Parade Lincolnshire SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","Clarence House, 32, South Parade, Skegness, Lincolnshire, , GB, East Lindsey, East Midlands, PE253HW",0.9,1
56883,10190,"Yellow Mountain Hotel, 104 South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HR","Yellow Mountain Hotel, 104, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HR",0.9,1
56884,10224,"Serena Court Hotel, 43 Drummond Road SkegnessLincolnshire, East Lindsey, East Midlands, PE253EQ","Sarena Court Hotel, 43, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EQ",0.9,1
56890,10192,"The Dovedale, 118 Drummond Road Skegness, East Lindsey, East Midlands, PE253EH","The Dovedale Hotel, 118, Drummond Road, Skegness, East Lindsey, East Midlands, PE253EH",1,1
56896,3279,"Grosvenor House Hotel, North Parade  Skegness, East Lindsey, East Midlands, PE252TE","Grovenor House Hotel, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252TE",0.9,1
56903,5546,"The Dalyway Hotel, 32 Drummond Road SkegnessLincolnshire, East Lindsey, East Midlands, PE253EB","The Dalyway Hotel, 32, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EB",0.9,1
56906,10252,"The Homestar, 14 Firbeck Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253JY","The Homestar, 14, Firbeck Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JY",0.9,1
56907,3290,"The Savoy, 12-13 North Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE252UB","The Savoy Hotel, 13, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",0.9,1
56912,5542,"North Parade Seafront Accommodation, 20 North Parade SkegnessLincs, East Lindsey, East Midlands, PE252UB","North Parade Sea Front Accommodation, 20, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",0.9,1
56913,10183,"Westdene Hotel, 1 Trafalgar Avenue Skegness, East Lindsey, East Midlands, PE253EU","Westdene Hotel, 1, Trafalgar Avenue, Skegness, Lincolnshire, , GB, East Lindsey, East Midlands, PE253EU",1,1
56914,10243,"Woodthorpe, 64 South Parade Skegness, East Lindsey, East Midlands, PE253HP","Woodthorpe, 64, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HP",1,1
56920,10255,"Whiteways Hotel, 70 Sandbeck Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253JS","Whiteways Hotel, 70, Sandbeck Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JS",0.9,1
56929,10244,"The Palm Court hotel, 74 South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HP","The Palm Court Hotel, 74, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HP",0.9,1
56933,10219,"The Saxby Hotel, 12 Saxby Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253LG","The Saxby Hotel, 12, Saxby Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253LG",0.9,1
56934,10242,"The Laurels Hotel, 50 South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","The Laurels Hotel, 50, South Parade, Skegness, Lincolnshire, , GB, East Lindsey, East Midlands, PE253HW",0.9,1
56937,10189,"Maple Lodge, 95 drummond road Skegness, East Lindsey, East Midlands, PE253EH","Maple Lodge, 95, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EH",1,1
56939,10256,"Stoneleigh Hotel, 67 Sandbeck Avenue Skegness, East Lindsey, East Midlands, PE253JS","The Stoneleigh, 67, Sandbeck Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JS",1,1
56940,10184,"Knighton Lodge, 9 Trafalgar Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253EU","Knighton Lodge Hotel, 9, Trafalgar Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253EU",0.9,1
56944,3262,"Seayr Hotel, 25 South Road Chapel St Leonards Chapel Saint Leonards, East Lindsey, East Midlands, PE245TL","The Seayr Hotel, 25, South Road, Skegness, , GB, East Lindsey, East Midlands, PE245TL",0.9,1
56945,3292,"The Quorn, 11 North Parade Skegness, East Lindsey, East Midlands, PE252UB","The Quorn Hotel, 11, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",1,1
56952,10213,"The Ivernia, 7 Saxby Avenue, East Lindsey, East Midlands, PE253JZ","The Ivernia, 7, Saxby Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JZ",0.9,1
56958,10191,"Sherwood Lodge, 100 Drummond Road Skegness, East Lindsey, East Midlands, PE253EH","Sherwood Lodge, 100, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EH",1,1
56963,10220,"The Mayfair, 10 Saxby Avenue, East Lindsey, East Midlands, PE253JZ","The Mayfair Hotel, 10, Saxby Avenue, Skegness, , GB, East Lindsey, East Midlands, PE253JZ",0.9,1
57272,3715,"Moxy Slough, 5 William Street, Slough, South East, SL11GZ","Moxy Slough, 5, William Street, Slough, , United Kingdom, South East, SL11GZ",1,1
57366,6696,"Ty Gorsaf, 1 High Street  Blaenau Ffestiniog, Gwynedd, LL413ES","Gwesty Ty Gorsaf Hotel, 1, High Street, Blaenau Ffestiniog, Gwynedd, LL413ES",1,1
57388,8248,"Caer Rhun Hall Conwy Conwy, LL328HX","Caer Rhun Hall, Conwy, , GB, LL328HX",0.9,1
57968,4176,"Crowne Plaza Solihull, 61 Homer Road West Midlands SolihullWest Midlands, B913QD","Crowne Plaza, 61, Homer Road, Solihull, , GB, West Midlands, B913QD",0.9,1
57971,7921,"Tudor Court Hotel, 77 Kineton Green Road Olton SolihullWest Midlands, B927DX","Tudor Court Hotel, 77, Kineton Green Road, Solihull, West Midlands, B927DX",0.9,1
57996,6647,"Haigs Hotel, 273 Kenilworth Road Balsall Common Balsall Common Coventry, Solihull, West Midlands, CV77EL","Haigs Hotel, 273, Kenilworth Road, Balsall Common, Solihull, West Midlands, CV77EL",0.9,1
58033,7934,"The Royal Clarence Hotel Adults Only, 31 The Esplanade Burnham-on-Sea Somerset, South West, TA81BQ","The Royal Clarence Hotel, 31, Esplanade, Burnham-on-Sea, Somerset, South West, TA81BQ",0.9455,1
58045,2158,"The Keep, 8 South Street Yeovil Somerset, South West, BA201QE","The Keep, 8, South Street, Yeovil, , United Kingdom, Somerset, South West, BA201QE",1,1
58115,1127,"The Shrubbery Hotel, 17 Commercial Road Shepton Mallet, Somerset, South West, BA45BU","The shrubbery Hotel, 17, Commercial Road, Shepton Mallet, , United Kingdom, Somerset, South West, BA45BU",1,1
58115,10297,"The Shrubbery Hotel, 17 Commercial Road Shepton Mallet, Somerset, South West, BA45BU","The Shubbery Hotel, 17, Commercial Road, Shepton Mallet, Somerset, South West, BA45BU",1,1
58124,5087,"Holiday Inn Taunton, Deane Gate Avenue Taunton, Somerset, South West, TA12UA","Holiday Inn Taunton M5 J25, Deane Gate Avenue, Taunton, Somerset, , GB, South West, TA12UA",0.9,1
58145,6051,"Blorenge House, Staplegrove Road Taunton Somerset, South West, TA11DG","Blorenge House Hotel, 57 & 59, Staplegrove Road, Taunton, Somerset, , GB, South West, TA11DG",0.9,1
58157,2831,"Marston Lodge, St. Michaels Road Minehead Somerset, South West, TA245JP","Marston Lodge, St Michaels Road, Minehead, , GB, Somerset, South West, TA245JP",0.9,1
58359,6915,"Royal Ashton Hotel, 90 92 Station Road Town Centre Taunton, Somerset, South West, TA11PD","Royal Ashton Hotel, 90-92, Station Road, Taunton, Somerset, , GB, South West, TA11PD",1,1
58372,8968,"Mercure Bridgwater Hotel, 55 66 Eastover Bridgwater, Somerset, South West, TA65AR","Mercure Bridgwater, 56-66, Eastover, Bridgwater, , GB, Somerset, South West, TA65AR",0.9,1
58845,9452,"Sir William Fox Hotel, 5 Westoe Village South Shields, South Tyneside, North East, NE333DZ","The Sir William Fox Hotel, 5, Westoe Village, South Shields, Tyne & Wear, South Tyneside, North East, NE333DZ",0.9,1
